Gene,RelationName,To
PIK3CA,controls-expression-of,PRR7
PIK3CA,controls-expression-of,PSAT1
PIK3CA,controls-state-change-of,PSD
PIK3CA,controls-expression-of,PSEN2
PIK3CA,controls-expression-of,PSMC3IP
PIK3CA,interacts-with,PSMC3IP
PIK3CA,controls-expression-of,PSMD12
PIK3CA,controls-expression-of,PSME3
PIK3CA,controls-expression-of,PSMG3
PIK3CA,controls-expression-of,PSPH
PIK3CA,in-complex-with,PSPN
PIK3CA,catalysis-precedes,PTEN
PIK3CA,controls-expression-of,PTGER4
PIK3CA,controls-phosphorylation-of,PTK2
PIK3CA,controls-state-change-of,PTK2
PIK3CA,in-complex-with,PTK2
PIK3CA,interacts-with,PTK2
PIK3CA,in-complex-with,PTPN11
PIK3CA,interacts-with,PTPN11
PIK3CA,controls-state-change-of,PTPN13
PIK3CA,in-complex-with,PTPN6
PIK3CA,controls-expression-of,PTRH2
PIK3CA,interacts-with,PTTG1
PIK3CA,controls-expression-of,PUS1
PIK3CA,controls-expression-of,PXK
PIK3CA,controls-phosphorylation-of,PXN
PIK3CA,controls-state-change-of,PXN
PIK3CA,controls-expression-of,PYCARD
PIK3CA,controls-expression-of,PYCR1
PIK3CA,controls-expression-of,PYCR3
PIK3CA,controls-state-change-of,RAC1
PIK3CA,in-complex-with,RAC1
PIK3CA,interacts-with,RAC1
PIK3CA,in-complex-with,RAC2
PIK3CA,controls-expression-of,RAD54B
PIK3CA,controls-expression-of,RADIL
PIK3CA,interacts-with,RAPGEF5
PIK3CA,in-complex-with,RASA1
PIK3CA,in-complex-with,RASA2
PIK3CA,in-complex-with,RASA4B
PIK3CA,controls-expression-of,RASA4
PIK3CA,in-complex-with,RASA4
PIK3CA,in-complex-with,RASAL2
PIK3CA,interacts-with,RASD2
PIK3CA,interacts-with,RASGRP3
PIK3CA,controls-expression-of,RB1CC1
PIK3CA,controls-state-change-of,RB1
PIK3CA,controls-expression-of,RBL2
PIK3CA,controls-expression-of,RBM25
PIK3CA,controls-expression-of,RBM33
PIK3CA,controls-expression-of,RBM47
PIK3CA,controls-expression-of,RBPMS2
PIK3CA,controls-expression-of,RCBTB1
PIK3CA,controls-phosphorylation-of,RELA
PIK3CA,controls-state-change-of,RELA
PIK3CA,interacts-with,RELA
PIK3CA,in-complex-with,RELN
PIK3CA,controls-state-change-of,REPS1
PIK3CA,controls-state-change-of,REPS2
PIK3CA,controls-expression-of,RERG
PIK3CA,in-complex-with,RET
PIK3CA,controls-state-change-of,RHOA
PIK3CA,controls-expression-of,RHOBTB1
PIK3CA,controls-expression-of,RHOBTB3
PIK3CA,in-complex-with,RHOG
PIK3CA,controls-expression-of,RICTOR
PIK3CA,controls-expression-of,RILPL1
PIK3CA,controls-expression-of,RIN2
PIK3CA,interacts-with,RNF19B
PIK3CA,controls-expression-of,RORC
PIK3CA,controls-expression-of,RPL39L
PIK3CA,controls-expression-of,RPP25
PIK3CA,interacts-with,RPS20
PIK3CA,controls-state-change-of,RPS27A
PIK3CA,interacts-with,RPS27
PIK3CA,interacts-with,RPS3
PIK3CA,controls-phosphorylation-of,RPS6KB1
PIK3CA,controls-state-change-of,RPS6KB1
PIK3CA,controls-state-change-of,RPS6
PIK3CA,controls-expression-of,RRAGD
PIK3CA,controls-state-change-of,RRAS2
PIK3CA,controls-state-change-of,RRAS
PIK3CA,controls-expression-of,RRM2
PIK3CA,controls-expression-of,RRP36
PIK3CA,controls-expression-of,RUNX2
PIK3CA,controls-expression-of,SASH1
PIK3CA,controls-expression-of,SAV1
PIK3CA,controls-state-change-of,SCARB2
PIK3CA,controls-expression-of,SCIN
PIK3CA,controls-expression-of,SCNN1G
PIK3CA,controls-expression-of,SCO2
PIK3CA,controls-state-change-of,SDC1
PIK3CA,controls-state-change-of,SDC2
PIK3CA,controls-state-change-of,SDCBP
PIK3CA,controls-expression-of,SDF2L1
PIK3CA,controls-expression-of,SELENOP
PIK3CA,controls-expression-of,SEMA6A
PIK3CA,controls-expression-of,SEPSECS
PIK3CA,controls-expression-of,SERINC1
PIK3CA,controls-expression-of,SESN2
PIK3CA,controls-expression-of,SFN
PIK3CA,interacts-with,SFRP4
PIK3CA,controls-expression-of,SFXN1
PIK3CA,controls-state-change-of,SGIP1
PIK3CA,controls-state-change-of,SGK1
PIK3CA,interacts-with,SGK1
PIK3CA,controls-state-change-of,SGMS1
PIK3CA,controls-expression-of,SGMS2
PIK3CA,in-complex-with,SH2D2A
PIK3CA,controls-state-change-of,SH3GL1
PIK3CA,controls-state-change-of,SH3GL2
PIK3CA,controls-state-change-of,SH3GL3
PIK3CA,controls-state-change-of,SH3KBP1
PIK3CA,interacts-with,SH3KBP1
PIK3CA,catalysis-precedes,SHC1
PIK3CA,controls-state-change-of,SHC1
PIK3CA,in-complex-with,SHC1
PIK3CA,in-complex-with,SHC2
PIK3CA,in-complex-with,SHC3
PIK3CA,interacts-with,SIK2
PIK3CA,controls-expression-of,SIRT1
PIK3CA,controls-expression-of,SKAP2
PIK3CA,controls-expression-of,SKP2
PIK3CA,controls-state-change-of,SLC18A3
PIK3CA,controls-expression-of,SLC19A1
PIK3CA,controls-expression-of,SLC1A5
PIK3CA,controls-expression-of,SLC27A4
PIK3CA,controls-expression-of,SLC2A13
PIK3CA,controls-state-change-of,SLC2A8
PIK3CA,controls-expression-of,SLC39A14
PIK3CA,controls-expression-of,SLC39A4
PIK3CA,controls-expression-of,SLC52A2
PIK3CA,controls-expression-of,SLC7A1
PIK3CA,catalysis-precedes,SLC9A3R1
PIK3CA,catalysis-precedes,SLC9A3R2
PIK3CA,controls-expression-of,SLU7
PIK3CA,controls-expression-of,SMAD1
PIK3CA,interacts-with,SMAD2
PIK3CA,interacts-with,SMAD3
PIK3CA,controls-expression-of,SMCO3
PIK3CA,controls-expression-of,SMCO4
PIK3CA,controls-expression-of,SMIM3
PIK3CA,controls-state-change-of,SMPD1
PIK3CA,controls-expression-of,SMPDL3A
PIK3CA,controls-state-change-of,SNAP91
PIK3CA,controls-expression-of,SNX10
PIK3CA,controls-expression-of,SNX16
PIK3CA,controls-state-change-of,SNX18
PIK3CA,controls-state-change-of,SNX9
PIK3CA,interacts-with,SNX9
PIK3CA,controls-expression-of,SORBS2
PIK3CA,controls-phosphorylation-of,SOS1
PIK3CA,controls-state-change-of,SOS1
PIK3CA,in-complex-with,SOS1
PIK3CA,in-complex-with,SOS2
PIK3CA,controls-expression-of,SP100
PIK3CA,controls-expression-of,SP2
PIK3CA,controls-expression-of,SPAG1
PIK3CA,controls-expression-of,SPRED1
PIK3CA,controls-phosphorylation-of,SPRY1
PIK3CA,controls-state-change-of,SPRY1
PIK3CA,controls-phosphorylation-of,SPRY2
PIK3CA,controls-state-change-of,SPRY2
PIK3CA,controls-phosphorylation-of,SPRY3
PIK3CA,controls-state-change-of,SPRY3
PIK3CA,controls-phosphorylation-of,SPRY4
PIK3CA,controls-state-change-of,SPRY4
PIK3CA,interacts-with,SQSTM1
PIK3CA,catalysis-precedes,SRC
PIK3CA,in-complex-with,SRC
PIK3CA,controls-expression-of,SRM
PIK3CA,controls-expression-of,SRPK1
PIK3CA,controls-expression-of,SRPRB
PIK3CA,controls-expression-of,SRSF10
PIK3CA,controls-expression-of,SRSF11
PIK3CA,controls-expression-of,SRSF2
PIK3CA,controls-expression-of,SRSF7
PIK3CA,controls-expression-of,STAG2
PIK3CA,controls-state-change-of,STAM2
PIK3CA,controls-state-change-of,STAM
PIK3CA,in-complex-with,STAT1
PIK3CA,interacts-with,STAT1
PIK3CA,in-complex-with,STAT2
PIK3CA,controls-phosphorylation-of,STAT3
PIK3CA,controls-state-change-of,STAT3
PIK3CA,in-complex-with,STAT3
PIK3CA,in-complex-with,STAT4
PIK3CA,in-complex-with,STAT5A
PIK3CA,in-complex-with,STAT5B
PIK3CA,controls-expression-of,STAT6
PIK3CA,in-complex-with,STAT6
PIK3CA,controls-expression-of,STIP1
PIK3CA,interacts-with,STK11
PIK3CA,controls-state-change-of,STON1
PIK3CA,controls-state-change-of,STON2
PIK3CA,in-complex-with,STRN
PIK3CA,controls-expression-of,SULF1
PIK3CA,interacts-with,SUN2
PIK3CA,controls-expression-of,SYBU
PIK3CA,controls-expression-of,SYF2
PIK3CA,catalysis-precedes,SYK
PIK3CA,controls-state-change-of,SYK
PIK3CA,in-complex-with,SYK
PIK3CA,catalysis-precedes,SYNJ1
PIK3CA,catalysis-precedes,SYNJ2
PIK3CA,controls-state-change-of,SYT11
PIK3CA,controls-expression-of,SYT1
PIK3CA,controls-state-change-of,SYT1
PIK3CA,controls-state-change-of,SYT2
PIK3CA,controls-state-change-of,SYT8
PIK3CA,controls-state-change-of,SYT9
PIK3CA,controls-state-change-of,TACR1
PIK3CA,controls-expression-of,TARS
PIK3CA,controls-expression-of,TCEAL1
PIK3CA,controls-expression-of,TCF19
PIK3CA,controls-expression-of,TCOF1
PIK3CA,controls-state-change-of,TEC
PIK3CA,in-complex-with,TEK
PIK3CA,controls-expression-of,TENM2
PIK3CA,controls-state-change-of,TFRC
PIK3CA,controls-state-change-of,TF
PIK3CA,controls-expression-of,TGFA
PIK3CA,controls-state-change-of,TGFA
PIK3CA,in-complex-with,TGFA
PIK3CA,controls-state-change-of,TGOLN2
PIK3CA,controls-expression-of,THEM6
PIK3CA,controls-expression-of,THRSP
PIK3CA,interacts-with,THRSP
PIK3CA,interacts-with,TICAM1
PIK3CA,controls-expression-of,TIGAR
PIK3CA,controls-state-change-of,TK1
PIK3CA,controls-expression-of,TLCD1
PIK3CA,controls-state-change-of,TLN1
PIK3CA,controls-expression-of,TM4SF1
PIK3CA,controls-expression-of,TMEM192
PIK3CA,interacts-with,TMEM52B
PIK3CA,controls-expression-of,TMEM64
PIK3CA,interacts-with,TMOD1
PIK3CA,controls-expression-of,TNFRSF12A
PIK3CA,interacts-with,TNFRSF1A
PIK3CA,controls-expression-of,TNFSF10
PIK3CA,interacts-with,TNFSF13
PIK3CA,controls-state-change-of,TNF
PIK3CA,controls-expression-of,TOMM40
PIK3CA,controls-expression-of,TOMM5
PIK3CA,controls-expression-of,TP53INP1
PIK3CA,controls-phosphorylation-of,TPM1
PIK3CA,controls-state-change-of,TPM1
PIK3CA,catalysis-precedes,TPTE2
PIK3CA,controls-expression-of,TRAF3
PIK3CA,in-complex-with,TRAF6
PIK3CA,interacts-with,TRAF6
PIK3CA,in-complex-with,TRAT1
PIK3CA,in-complex-with,TREM2
PIK3CA,controls-state-change-of,TRIM24
PIK3CA,in-complex-with,TRIM24
PIK3CA,interacts-with,TRIM25
PIK3CA,controls-state-change-of,TRIP10
PIK3CA,controls-expression-of,TRIP13
PIK3CA,controls-expression-of,TRIQK
PIK3CA,controls-phosphorylation-of,TRPV1
PIK3CA,controls-state-change-of,TRPV1
PIK3CA,controls-expression-of,TSC22D1
PIK3CA,controls-expression-of,TSPAN12
PIK3CA,interacts-with,TSPAN14
PIK3CA,controls-expression-of,TTC14
PIK3CA,controls-expression-of,TUBA4A
PIK3CA,controls-expression-of,TUBB6
PIK3CA,controls-expression-of,TUBG1
PIK3CA,controls-state-change-of,TXK
PIK3CA,controls-expression-of,TXLNB
PIK3CA,in-complex-with,TYROBP
PIK3CA,controls-expression-of,UAP1L1
PIK3CA,controls-state-change-of,UBA52
PIK3CA,controls-state-change-of,UBB
PIK3CA,controls-state-change-of,UBC
PIK3CA,controls-expression-of,UBR5
PIK3CA,interacts-with,UBTF
PIK3CA,interacts-with,UFD1
PIK3CA,controls-state-change-of,UGCG
PIK3CA,controls-expression-of,UHRF1
PIK3CA,interacts-with,UMPS
PIK3CA,controls-expression-of,USP53
PIK3CA,controls-state-change-of,VAMP2
PIK3CA,controls-state-change-of,VAMP3
PIK3CA,controls-state-change-of,VAMP4
PIK3CA,controls-state-change-of,VAMP7
PIK3CA,controls-state-change-of,VAMP8
PIK3CA,interacts-with,VARS2
PIK3CA,catalysis-precedes,VAV1
PIK3CA,controls-state-change-of,VAV1
PIK3CA,in-complex-with,VAV1
PIK3CA,interacts-with,VAV1
PIK3CA,controls-state-change-of,VAV2
PIK3CA,controls-expression-of,VAV3
PIK3CA,controls-state-change-of,VAV3
PIK3CA,controls-state-change-of,VCL
PIK3CA,controls-expression-of,VEGFA
PIK3CA,in-complex-with,VEGFA
PIK3CA,in-complex-with,VEGFB
PIK3CA,in-complex-with,VEGFC
PIK3CA,in-complex-with,VEGFD
PIK3CA,interacts-with,VIRMA
PIK3CA,in-complex-with,VLDLR
PIK3CA,controls-state-change-of,WASF1
PIK3CA,controls-state-change-of,WASF2
PIK3CA,controls-state-change-of,WASF3
PIK3CA,controls-state-change-of,WASL
PIK3CA,controls-expression-of,WDHD1
PIK3CA,controls-expression-of,WDR4
PIK3CA,controls-expression-of,WDR5
PIK3CA,interacts-with,WDR5
PIK3CA,controls-expression-of,WDSUB1
PIK3CA,controls-state-change-of,WNT3A
PIK3CA,controls-state-change-of,WNT5A
PIK3CA,controls-expression-of,WT1
PIK3CA,controls-expression-of,XXYLT1
PIK3CA,controls-expression-of,YARS
PIK3CA,catalysis-precedes,YES1
PIK3CA,in-complex-with,YES1
PIK3CA,controls-expression-of,YIPF4
PIK3CA,controls-expression-of,YPEL2
PIK3CA,controls-expression-of,YPEL3
PIK3CA,controls-expression-of,YPEL5
PIK3CA,interacts-with,YWHAH
PIK3CA,in-complex-with,YWHAZ
PIK3CA,catalysis-precedes,ZAP70
PIK3CA,controls-expression-of,ZBTB44
PIK3CA,controls-expression-of,ZCCHC24
PIK3CA,interacts-with,ZDHHC1
PIK3CA,controls-expression-of,ZDHHC23
PIK3CA,controls-expression-of,ZFYVE1
PIK3CA,controls-expression-of,ZKSCAN1
PIK3CA,controls-state-change-of,ZMYM2
PIK3CA,in-complex-with,ZMYM2
PIK3CA,controls-expression-of,ZMYND19
PIK3CA,controls-expression-of,ZNF277
PIK3CA,controls-expression-of,ZNF33B
PIK3CA,controls-expression-of,ZNF518A
PIK3CA,controls-expression-of,ZNF750
PIK3CA,controls-expression-of,ZYX
