Gene,RelationName,To
TP53,catalysis-precedes,PTGS1
TP53,catalysis-precedes,PTGS2
TP53,controls-expression-of,PTGS2
TP53,controls-expression-of,PTH1R
TP53,controls-state-change-of,PTK2
TP53,controls-expression-of,PTPA
TP53,controls-expression-of,PTPN22
TP53,controls-expression-of,PTPN9
TP53,controls-expression-of,PTPRG
TP53,controls-expression-of,PTTG1
TP53,controls-expression-of,PURG
TP53,controls-expression-of,PXK
TP53,controls-expression-of,PXN
TP53,controls-expression-of,PYCARD
TP53,controls-expression-of,QSOX1
TP53,controls-expression-of,RAB1B
TP53,controls-expression-of,RAB43
TP53,controls-expression-of,RAB6C
TP53,controls-expression-of,RABGGTA
TP53,controls-expression-of,RAD23A
TP53,controls-expression-of,RAD23B
TP53,controls-expression-of,RAD51
TP53,controls-expression-of,RAI1
TP53,controls-expression-of,RANBP1
TP53,controls-expression-of,RANGAP1
TP53,controls-expression-of,RAP1B
TP53,controls-expression-of,RAP2B
TP53,controls-expression-of,RAPGEFL1
TP53,controls-expression-of,RARA
TP53,controls-expression-of,RARB
TP53,controls-expression-of,RARRES2
TP53,controls-expression-of,RB1
TP53,controls-expression-of,RBM41
TP53,controls-expression-of,RBM5
TP53,controls-expression-of,RCE1
TP53,controls-expression-of,RCHY1
TP53,controls-expression-of,RCOR1
TP53,controls-expression-of,RECQL4
TP53,controls-expression-of,REEP3
TP53,controls-state-change-of,RELA
TP53,controls-expression-of,REPIN1
TP53,controls-expression-of,RETREG2
TP53,controls-expression-of,RFC4
TP53,controls-expression-of,RFTN2
TP53,controls-expression-of,RGCC
TP53,controls-expression-of,RHOBTB1
TP53,controls-expression-of,RHOBTB2
TP53,controls-expression-of,RIN1
TP53,controls-expression-of,RNF144B
TP53,controls-expression-of,RNF17
TP53,controls-expression-of,RNF26
TP53,controls-expression-of,RNF31
TP53,controls-expression-of,RPL10A
TP53,controls-expression-of,RPRM
TP53,controls-expression-of,RPS19
TP53,controls-expression-of,RPS27L
TP53,controls-expression-of,RPSA
TP53,controls-expression-of,RRM2B
TP53,controls-expression-of,RTL3
TP53,controls-expression-of,RTN3
TP53,controls-expression-of,RUSC1-AS1
TP53,controls-expression-of,S100A2
TP53,controls-expression-of,S100PBP
TP53,controls-expression-of,SALL4
TP53,controls-expression-of,SAMD5
TP53,controls-expression-of,SAP30
TP53,controls-expression-of,SAT1
TP53,controls-expression-of,SBF2
TP53,controls-expression-of,SCD
TP53,controls-expression-of,SCN2A
TP53,controls-expression-of,SCN3B
TP53,controls-expression-of,SCNN1A
TP53,controls-expression-of,SCO2
TP53,controls-expression-of,SCOC
TP53,controls-expression-of,SEC31B
TP53,controls-expression-of,SELENOP
TP53,controls-state-change-of,SELL
TP53,controls-expression-of,SEMA6D
TP53,controls-expression-of,SEMA7A
TP53,controls-expression-of,SENP2
TP53,controls-expression-of,SERPINA7
TP53,controls-expression-of,SERPINB5
TP53,controls-expression-of,SERPIND1
TP53,controls-expression-of,SERPINE1
TP53,controls-state-change-of,SERPINE1
TP53,controls-expression-of,SERTAD1
TP53,controls-expression-of,SESN1
TP53,controls-expression-of,SESN2
TP53,controls-expression-of,SEZ6L
TP53,controls-expression-of,SF3B3
TP53,controls-expression-of,SFN
TP53,controls-expression-of,SGK1
TP53,controls-expression-of,SH2D1A
TP53,controls-expression-of,SH3BP1
TP53,controls-expression-of,SH3GLB2
TP53,controls-expression-of,SH3RF2
TP53,controls-expression-of,SHISA4
TP53,controls-expression-of,SHISA5
TP53,controls-expression-of,SHISA6
TP53,controls-expression-of,SHMT2
TP53,controls-expression-of,SIGLEC9
TP53,controls-state-change-of,SIRT1
TP53,controls-expression-of,SLC10A6
TP53,controls-expression-of,SLC12A6
TP53,controls-expression-of,SLC16A13
TP53,controls-expression-of,SLC1A3
TP53,controls-expression-of,SLC1A4
TP53,controls-expression-of,SLC25A17
TP53,controls-expression-of,SLC36A2
TP53,controls-expression-of,SLC4A4
TP53,controls-expression-of,SLC6A9
TP53,controls-expression-of,SLC7A1
TP53,controls-expression-of,SLC7A5
TP53,controls-expression-of,SLC7A9
TP53,catalysis-precedes,SLCO1B1
TP53,controls-expression-of,SLCO3A1
TP53,controls-expression-of,SLITRK1
TP53,controls-expression-of,SLITRK4
TP53,controls-expression-of,SMARCA2
TP53,controls-expression-of,SMOX
TP53,controls-expression-of,SMS
TP53,controls-expression-of,SNAI2
TP53,controls-expression-of,SNIP1
TP53,controls-expression-of,SOAT1
TP53,controls-expression-of,SOCS1
TP53,controls-expression-of,SOD2
TP53,controls-expression-of,SOX4
TP53,controls-expression-of,SOX5
TP53,controls-expression-of,SP3
TP53,controls-expression-of,SP8
TP53,controls-expression-of,SPAG16
TP53,controls-expression-of,SPAG5
TP53,controls-expression-of,SPATC1
TP53,controls-expression-of,SPCS3
TP53,controls-expression-of,SPIN3
TP53,controls-expression-of,SPINDOC
TP53,controls-expression-of,SPP1
TP53,controls-expression-of,SPRED3
TP53,controls-expression-of,SPTBN4
TP53,controls-expression-of,SREK1
TP53,controls-expression-of,SRP9
TP53,controls-expression-of,SRSF5
TP53,controls-expression-of,SRSF6
TP53,controls-expression-of,SRXN1
TP53,controls-expression-of,SSBP4
TP53,controls-expression-of,SSU72
TP53,controls-expression-of,ST5
TP53,controls-expression-of,STARD7
TP53,controls-expression-of,STARD8
TP53,controls-state-change-of,STAT1
TP53,controls-expression-of,STAT3
TP53,controls-expression-of,STC1
TP53,controls-expression-of,STEAP3
TP53,controls-expression-of,STK11
TP53,controls-expression-of,STK17A
TP53,controls-expression-of,STRN3
TP53,controls-state-change-of,SUGT1
TP53,controls-expression-of,SUMO4
TP53,controls-expression-of,SUN2
TP53,controls-expression-of,SYT13
TP53,controls-expression-of,SYT4
TP53,controls-expression-of,TAF5
TP53,controls-expression-of,TAP1
TP53,controls-expression-of,TBC1D17
TP53,controls-expression-of,TBC1D8
TP53,controls-expression-of,TBCD
TP53,controls-expression-of,TBX21
TP53,controls-expression-of,TBX2
TP53,controls-expression-of,TBX5
TP53,controls-expression-of,TDRD3
TP53,controls-expression-of,TDRKH
TP53,controls-expression-of,TECTA
TP53,controls-expression-of,TERT
TP53,controls-expression-of,TFAM
TP53,controls-expression-of,TFDP2
TP53,controls-expression-of,TFF1
TP53,controls-expression-of,TFRC
TP53,controls-expression-of,TGFA
TP53,controls-expression-of,TGFB3
TP53,controls-expression-of,TICAM1
TP53,controls-expression-of,TIGAR
TP53,controls-expression-of,TIMP3
TP53,controls-expression-of,TJP2
TP53,controls-expression-of,TLE4
TP53,controls-expression-of,TLNRD1
TP53,controls-expression-of,TLR3
TP53,controls-expression-of,TLX1
TP53,controls-expression-of,TMBIM1
TP53,controls-expression-of,TMC7
TP53,controls-expression-of,TMCC1
TP53,controls-expression-of,TMEFF1
TP53,controls-expression-of,TMEM119
TP53,controls-expression-of,TMEM18
TP53,controls-expression-of,TMEM67
TP53,controls-expression-of,TMEM97
TP53,controls-expression-of,TNFRSF10A
TP53,controls-expression-of,TNFRSF10B
TP53,controls-expression-of,TNFRSF10C
TP53,controls-expression-of,TNFRSF10D
TP53,controls-expression-of,TNFSF10
TP53,controls-expression-of,TNFSF4
TP53,controls-state-change-of,TNF
TP53,controls-expression-of,TNKS1BP1
TP53,controls-expression-of,TOB1
TP53,controls-expression-of,TOP2A
TP53,controls-expression-of,TP53AIP1
TP53,in-complex-with,TP53AIP1
TP53,interacts-with,TP53AIP1
TP53,interacts-with,TP53BP1
TP53,in-complex-with,TP53BP2
TP53,interacts-with,TP53BP2
TP53,controls-expression-of,TP53I3
TP53,in-complex-with,TP53I3
TP53,interacts-with,TP53I3
TP53,controls-expression-of,TP53INP1
TP53,in-complex-with,TP53INP1
TP53,interacts-with,TP53INP1
TP53,interacts-with,TP53RK
TP53,controls-expression-of,TP63
TP53,in-complex-with,TP63
TP53,interacts-with,TP63
TP53,controls-expression-of,TP73
TP53,in-complex-with,TP73
TP53,interacts-with,TP73
TP53,controls-expression-of,TPBG
TP53,interacts-with,TPM1
TP53,interacts-with,TPM3
TP53,interacts-with,TPM4
TP53,controls-expression-of,TPT1
TP53,interacts-with,TPT1
TP53,interacts-with,TRAF1
TP53,controls-expression-of,TRAF4
TP53,interacts-with,TRAF6
TP53,controls-expression-of,TRAP1
TP53,interacts-with,TRAPPC11
TP53,controls-expression-of,TRERF1
TP53,interacts-with,TRERF1
TP53,controls-expression-of,TRIAP1
TP53,in-complex-with,TRIAP1
TP53,interacts-with,TRIAP1
TP53,interacts-with,TRIM24
TP53,interacts-with,TRIM25
TP53,interacts-with,TRIM27
TP53,interacts-with,TRIM28
TP53,controls-expression-of,TRIM29
TP53,interacts-with,TRIM32
TP53,interacts-with,TRIM39
TP53,interacts-with,TRIM45
TP53,interacts-with,TRIM59
TP53,controls-expression-of,TRIM5
TP53,interacts-with,TRIM65
TP53,interacts-with,TRIM8
TP53,interacts-with,TRMT10C
TP53,controls-expression-of,TRMT112
TP53,interacts-with,TRMT11
TP53,controls-expression-of,TROAP
TP53,interacts-with,TRRAP
TP53,controls-expression-of,TSC22D1
TP53,interacts-with,TSC22D1
TP53,interacts-with,TSC22D3
TP53,controls-expression-of,TSC2
TP53,interacts-with,TSG101
TP53,controls-expression-of,TSHR
TP53,interacts-with,TSPAN10
TP53,controls-expression-of,TSPAN1
TP53,controls-expression-of,TSPO
TP53,in-complex-with,TSPY1
TP53,interacts-with,TSPY1
TP53,interacts-with,TSPYL4
TP53,in-complex-with,TTC5
TP53,interacts-with,TTK
TP53,interacts-with,TTLL5
TP53,controls-expression-of,TTN
TP53,interacts-with,TUBA1A
TP53,interacts-with,TUBA1C
TP53,interacts-with,TUBA4A
TP53,interacts-with,TUBA8
TP53,interacts-with,TUBB2A
TP53,interacts-with,TUBB3
TP53,interacts-with,TUBB4B
TP53,controls-expression-of,TUBB
TP53,interacts-with,TUBB
TP53,interacts-with,TUBG1
TP53,interacts-with,TUBGCP2
TP53,interacts-with,TWIST1
TP53,interacts-with,TWIST2
TP53,interacts-with,TWNK
TP53,controls-expression-of,TXNIP
TP53,interacts-with,TXNIP
TP53,interacts-with,TXNRD1
TP53,controls-expression-of,TXNRD3NB
TP53,controls-expression-of,TXNRD3
TP53,interacts-with,TXN
TP53,controls-expression-of,TYMS
TP53,controls-expression-of,TYRP1
TP53,interacts-with,UBA1
TP53,interacts-with,UBA3
TP53,interacts-with,UBA52
TP53,interacts-with,UBB
TP53,interacts-with,UBC
TP53,interacts-with,UBD
TP53,interacts-with,UBE2A
TP53,interacts-with,UBE2B
TP53,controls-expression-of,UBE2C
TP53,controls-state-change-of,UBE2C
TP53,in-complex-with,UBE2C
TP53,interacts-with,UBE2D2
TP53,interacts-with,UBE2E1
TP53,interacts-with,UBE2H
TP53,interacts-with,UBE2I
TP53,controls-expression-of,UBE2K
TP53,interacts-with,UBE2K
TP53,interacts-with,UBE2L3
TP53,interacts-with,UBE2M
TP53,controls-expression-of,UBE2N
TP53,interacts-with,UBE2N
TP53,interacts-with,UBE2Q1
TP53,controls-expression-of,UBE2QL1
TP53,controls-expression-of,UBE2S
TP53,interacts-with,UBE2V2
TP53,interacts-with,UBE3A
TP53,interacts-with,UBE4B
TP53,controls-expression-of,UBL3
TP53,controls-state-change-of,UBN1
TP53,controls-expression-of,UBQLN2
TP53,interacts-with,UBR4
TP53,interacts-with,UBR5
TP53,interacts-with,UCHL1
TP53,interacts-with,UFD1
TP53,catalysis-precedes,UGT2A1
TP53,catalysis-precedes,UGT2A2
TP53,controls-expression-of,UGT8
TP53,interacts-with,UHRF1
TP53,interacts-with,UHRF2
TP53,interacts-with,UIMC1
TP53,controls-expression-of,UPK3A
TP53,controls-expression-of,UQCRB
TP53,controls-expression-of,USH2A
TP53,interacts-with,USO1
TP53,in-complex-with,USP10
TP53,interacts-with,USP10
TP53,interacts-with,USP11
TP53,controls-expression-of,USP12
TP53,interacts-with,USP15
TP53,interacts-with,USP21
TP53,in-complex-with,USP24
TP53,interacts-with,USP24
TP53,interacts-with,USP28
TP53,interacts-with,USP29
TP53,interacts-with,USP39
TP53,controls-expression-of,USP3
TP53,interacts-with,USP3
TP53,in-complex-with,USP42
TP53,interacts-with,USP42
TP53,controls-expression-of,USP48
TP53,interacts-with,USP49
TP53,in-complex-with,USP7
TP53,interacts-with,USP7
TP53,interacts-with,UTP14A
TP53,controls-expression-of,VANGL2
TP53,interacts-with,VASP
TP53,interacts-with,VAT1
TP53,controls-expression-of,VAV3
TP53,controls-expression-of,VAX1
TP53,controls-expression-of,VCAN
TP53,controls-expression-of,VCL
TP53,controls-expression-of,VCPKMT
TP53,interacts-with,VCP
TP53,controls-expression-of,VDR
TP53,interacts-with,VDR
TP53,controls-expression-of,VEGFA
TP53,interacts-with,VHL
TP53,interacts-with,VIM
TP53,interacts-with,VIPR2
TP53,controls-expression-of,VOPP1
TP53,interacts-with,VPS13B
TP53,interacts-with,VRK1
TP53,interacts-with,VRK2
TP53,controls-expression-of,WAPL
TP53,controls-expression-of,WARS
TP53,controls-expression-of,WASF2
TP53,controls-expression-of,WBP1L
TP53,interacts-with,WDR33
TP53,interacts-with,WDR48
TP53,interacts-with,WDR5
TP53,controls-expression-of,WDR61
TP53,interacts-with,WDR77
TP53,controls-expression-of,WDR82
TP53,interacts-with,WDR82
TP53,controls-expression-of,WDYHV1
TP53,controls-expression-of,WEE1
TP53,controls-expression-of,WHRN
TP53,controls-expression-of,WIPF2
TP53,interacts-with,WNK1
TP53,interacts-with,WRN
TP53,controls-expression-of,WSB1
TP53,interacts-with,WT1
TP53,controls-expression-of,WTAP
TP53,interacts-with,WWOX
TP53,controls-expression-of,WWP1
TP53,interacts-with,XAB2
TP53,interacts-with,XAF1
TP53,controls-expression-of,XBP1
TP53,interacts-with,XBP1
TP53,controls-expression-of,XPC
TP53,interacts-with,XPC
TP53,interacts-with,XPO1
TP53,controls-expression-of,XPOT
TP53,interacts-with,XRCC1
TP53,in-complex-with,XRCC5
TP53,in-complex-with,XRCC6
TP53,interacts-with,XRCC6
TP53,controls-expression-of,YARS
TP53,interacts-with,YBX1
TP53,interacts-with,YTHDC2
TP53,interacts-with,YTHDF1
TP53,interacts-with,YWHAB
TP53,interacts-with,YWHAE
TP53,controls-expression-of,YWHAG
TP53,interacts-with,YWHAG
TP53,interacts-with,YWHAQ
TP53,controls-expression-of,YWHAZ
TP53,interacts-with,YWHAZ
TP53,controls-expression-of,YY1
TP53,in-complex-with,YY1
TP53,interacts-with,YY1
TP53,interacts-with,YY2
TP53,interacts-with,ZBTB16
TP53,interacts-with,ZBTB17
TP53,controls-expression-of,ZBTB21
TP53,interacts-with,ZBTB2
TP53,interacts-with,ZBTB33
TP53,interacts-with,ZBTB49
TP53,interacts-with,ZBTB6
TP53,interacts-with,ZBTB7A
TP53,interacts-with,ZBTB8A
TP53,controls-expression-of,ZBTB9
TP53,controls-expression-of,ZC3H3
TP53,interacts-with,ZCCHC10
TP53,controls-expression-of,ZEB2
TP53,interacts-with,ZFYVE16
TP53,interacts-with,ZHX1
TP53,controls-expression-of,ZHX2
TP53,interacts-with,ZIC3
TP53,controls-expression-of,ZIM2
TP53,controls-expression-of,ZKSCAN7
TP53,controls-expression-of,ZMAT3
TP53,interacts-with,ZMIZ1
TP53,interacts-with,ZMIZ2
TP53,interacts-with,ZMYND11
TP53,controls-expression-of,ZMYND8
TP53,interacts-with,ZNF148
TP53,interacts-with,ZNF24
TP53,controls-expression-of,ZNF266
TP53,interacts-with,ZNF302
TP53,controls-expression-of,ZNF362
TP53,controls-expression-of,ZNF385A
TP53,in-complex-with,ZNF385A
TP53,interacts-with,ZNF385A
TP53,interacts-with,ZNF420
TP53,controls-expression-of,ZNF444
TP53,controls-expression-of,ZNF473
TP53,controls-expression-of,ZNF503
TP53,interacts-with,ZNF610
TP53,controls-expression-of,ZNF654
TP53,interacts-with,ZNF668
TP53,interacts-with,ZNF679
TP53,interacts-with,ZNF839
TP53,interacts-with,ZNF880
TP53,interacts-with,ZNHIT1
TP53,interacts-with,ZWINT
