AKT1|207,BAD|572,BECN1|8678,CA9|768,CCND1|595,CDKN1B|1027,FTH1|2495,HIF1A|3091,IL6|3569,KLK3|354,MAP1LC3B|81631,MT2A|4502,MTOR|2475,PTGS2|5743,SLC2A1|6513,SLC30A1|7779,VEGFA|7422
11.67178274874808,10.33109473979984,10.33039929684341,8.786292828220217,11.123063206088665,10.840378334559292,15.024418930435829,12.438819578457528,3.467748997373418,0.0,11.76033236340532,12.561392730095823,10.61128001368182,6.79767579063308,11.905622721227772,8.659774032030525,12.723701618281371
11.361381330966925,10.131209788607702,10.266701170905746,11.680692773071897,10.709867515664612,9.026173446238207,16.389493135979794,13.119282877652196,11.171135568266816,0.0,12.123820525098456,15.306794595443426,10.072728321581364,10.378798356407486,12.638665491497518,8.69256354630321,13.159528403731874
12.262057661423531,10.344794772186708,10.195538799838086,8.973686461756621,11.079128732892736,11.57225778269215,15.032451414947555,12.340601711616555,6.2070846223853735,-0.2441723807777153,11.957079072919669,11.650502366605254,10.048770753187124,7.186326232026525,11.34575922357449,7.359500086460581,11.828676600155925
11.99519511699846,10.219911825224884,10.333985946938803,5.625884147253699,11.137253425540347,11.41040089339609,14.23289127041754,13.120129849399987,6.027642860375332,0.0,11.471675214392045,12.230678117474127,10.717105143237143,6.842499948475697,11.735757479457876,7.664319987539681,11.604906168997044
11.774395370726015,11.011661955583367,10.600298191081896,10.20836825568944,11.1006623390052,10.84615925916555,16.334448736415926,12.128654534856702,7.144285031039891,0.0,11.626988849533,13.323078790981036,9.705210920629863,7.297531686620889,11.567654722163557,8.639451054773838,13.999798101906034
11.45114314899016,9.541662544282874,10.255864193637612,1.0427843980892395,9.968634828939008,10.68341987031378,13.824375599721206,12.053761075085816,5.095924419998536,0.0,11.43834754219319,11.234859633819708,11.142161253102715,6.865543991690834,10.44112955575551,8.542659301568953,9.045065854447722
11.704014193121935,9.682335391758858,10.134945160726009,7.166013406258175,10.076043815971325,9.57509351190176,15.51219643038927,12.729654920066965,4.896436552741145,0.0,11.511273520408354,13.099545838597836,10.392862087610045,6.60692926277422,10.544533104860465,8.297352848484378,10.419726589770749
11.440167888922966,10.586107467225965,10.324251104159384,6.18941936159502,10.31804800586412,10.815037551991267,16.325253570407007,12.364798656366244,7.546680740033488,0.2705887419720672,12.424582945963609,12.431372838649484,10.112120306146435,8.944748365850018,11.275127612477045,7.662873417662591,10.995496107878116
11.372279594476913,10.362231845471852,10.334956922761226,6.599332672902035,9.277891322334389,10.27342229145222,16.302941923606266,13.225281061324926,6.759105221380409,0.0,12.591275627428876,14.551271284002723,10.074866776668834,6.974644026040249,11.224430136833028,7.721000726538823,11.9940193859976
12.186806195684705,10.11966211029323,10.348096947724525,6.657632860305817,11.483411524228396,10.363810504785103,14.193780673986394,12.63566058367127,4.951242745046217,0.0,11.806693199649215,11.361957038575472,10.678735775984842,4.8092240617870194,11.552082823514487,8.006523006633541,12.03388873926808
11.97843544149391,10.158733504759008,10.25324594126969,7.969749703782801,11.19112622609827,10.663888498692772,14.524674176371027,12.644669978347276,4.861225894435266,0.0,11.558298107681429,11.535578028903306,10.649721160623328,7.006655959984376,11.843873169973538,8.498069721324946,13.422484251309124
11.906683756922655,11.011012442829823,10.257187808116049,9.344957620234938,9.712590106220537,10.721161920646614,15.704278829145638,13.144871604454345,8.80493025291915,0.0,11.024148442091688,13.577519772551288,9.848651574981664,10.208827168336947,12.039164308873673,8.945792908785718,11.705394582248342
12.132391153905033,10.018900905199834,9.963002396559563,9.872269329788416,11.738774042199154,11.249824074668982,14.744455711051216,12.65954888196828,3.4756815578525964,0.0,11.660672899656394,12.177222244050698,10.323495948079936,7.202139499888353,12.226178970353862,7.634367466679046,14.40838488245864
10.610050833955274,11.637722173620404,9.38993221438648,5.103182881320744,9.98435308742635,11.229373119854657,15.162720229037246,10.788074399595727,5.503297845556011,0.0,12.47824858308208,12.10874747574983,9.271707891766903,5.551392968027455,10.848272238415872,7.355366073944438,9.106485471202678
12.132324796265909,10.305567601434731,10.323143729423604,8.347177530408414,9.659758871513532,10.897321741297436,15.464428166024112,13.07312901284335,5.080661926622144,0.0,12.060760871765368,15.688743366997612,10.332985348320989,6.200957439320474,11.995026148719482,8.351516585867989,11.3528698411699
